repository,pr_number,reviewed_sha,first_finding_at,last_finding_at,root_findings,signal,example_url
llxprt-luther,57,378c734bbb2241bcbc22ca550132cdd887c45c80,2026-06-15T20:21:18Z,2026-06-15T20:21:18Z,1,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/57#discussion_r3416332283
llxprt-luther,58,cf6b81a7f7387270afaf15ef584cfafa97693ca8,2026-06-15T21:19:29Z,2026-06-15T21:19:29Z,6,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/58#discussion_r3416635757
llxprt-luther,59,46ec6e4b7b0c06a3cf2efe077095eac6c83e2c38,2026-06-15T22:20:41Z,2026-06-15T22:20:42Z,3,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/59#discussion_r3416908027
llxprt-code,2050,52e3edccf159ef0c2faf0e9dd0cd0c8171c07086,2026-06-16T02:34:45Z,2026-06-16T02:34:45Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2050#discussion_r3417783139
llxprt-code,2052,fe94ed642ecdd83a7fc1108c07879000a9db1465,2026-06-16T17:17:33Z,2026-06-16T17:17:33Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2052#discussion_r3422686468
llxprt-jefe,66,103510d137e55be7939797e28781851d75c4a5dc,2026-06-16T18:52:00Z,2026-06-16T18:52:00Z,6,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/66#discussion_r3423237651
llxprt-jefe,66,54c6406ce1f6a33f5c4f049a12fee6375d74725d,2026-06-16T19:06:14Z,2026-06-16T19:06:14Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/66#discussion_r3423332142
llxprt-jefe,66,14aecb1bf88cd586c601bcacef3d7d6832f1f997,2026-06-16T19:16:54Z,2026-06-16T19:16:54Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/66#discussion_r3423394856
llxprt-code,2070,7b23c7d85fef83e7ec2024d4a03c7ae094621e72,2026-06-17T00:10:19Z,2026-06-17T00:10:19Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2070#discussion_r3424771471
llxprt-code,2071,6b5a7f58a18c87b4b77c4dd1d0c4c6c51cc6923a,2026-06-17T01:16:17Z,2026-06-17T01:16:17Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2071#discussion_r3424988061
llxprt-code,2072,b4cac5bb7993b8b7434fc91c2e6ea7a4c45be54c,2026-06-17T01:22:51Z,2026-06-17T01:22:51Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2072#discussion_r3425004584
llxprt-code,2070,777f70aa4f300995814a7b277f7ce869e5971b9f,2026-06-17T06:38:27Z,2026-06-17T06:38:27Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2070#discussion_r3426080540
llxprt-code,2052,2d7aeac7ff0da7016f2bcc423a66278a1c3e8780,2026-06-17T14:53:10Z,2026-06-17T14:53:10Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2052#discussion_r3429133039
llxprt-code,2077,61756ab3f837ee7ef863e50621ccebf4d3ab0203,2026-06-17T17:25:39Z,2026-06-17T17:25:39Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2077#discussion_r3430200187
llxprt-code,2094,c4e7191ac70e9aecdcb4aa28d0c28681cb8566e6,2026-06-17T17:38:39Z,2026-06-17T17:38:39Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2094#discussion_r3430278855
llxprt-code,2095,a44545a07362f965d4c14ff31f9215a112855d6d,2026-06-17T19:22:52Z,2026-06-17T19:22:52Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2095#discussion_r3430871879
llxprt-code,2096,d5c8f938905b093bdd6ad4c93ecc8a0310de95d8,2026-06-17T20:44:42Z,2026-06-17T20:44:43Z,5,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2096#discussion_r3431334165
llxprt-jefe,67,90eaa2f3f5f4ff23c9ccbab3e077ede50e8969ff,2026-06-17T21:58:52Z,2026-06-17T21:58:52Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/67#discussion_r3431712764
llxprt-code,2097,787f9b6aba65a657ebbf9d9fa55d0bae76fded34,2026-06-17T22:38:39Z,2026-06-17T22:38:39Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2097#discussion_r3431877886
llxprt-code,2098,c3f9e9c9e22dfe32a5f945a8508ec1cd3f4eabe7,2026-06-18T02:58:40Z,2026-06-18T02:58:41Z,17,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2098#discussion_r3432699521
llxprt-code,2098,f8db5a82fecd37d80b9bb9cb0cbe5dbb83859027,2026-06-18T03:23:36Z,2026-06-18T03:23:36Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2098#discussion_r3432766180
llxprt-jefe,76,cc5b2a98429c3b9fa773c625345e7e7be29a16b9,2026-06-18T19:31:03Z,2026-06-18T19:31:03Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/76#discussion_r3438415925
llxprt-code,2100,ea5d60638b0fa2481b4a24bce24dcff40b7d2a9f,2026-06-18T19:42:45Z,2026-06-18T19:42:47Z,21,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2100#discussion_r3438478500
llxprt-code,2100,2150eb5dcaea3a0aa709d9b22c569a8251f164bf,2026-06-18T20:04:09Z,2026-06-18T20:04:09Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2100#discussion_r3438585846
llxprt-code,2101,88348d69219240293039fb57f02708409171a4c5,2026-06-18T20:29:49Z,2026-06-18T20:29:50Z,22,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2101#discussion_r3438711408
llxprt-code,2100,da66a8416da44f7a63ccd7ef8dd4020ec9b8d673,2026-06-18T20:43:15Z,2026-06-18T20:43:15Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2100#discussion_r3438775932
llxprt-code,2101,fb8655579373128e35ada8dbe9df823478c94ac6,2026-06-18T20:48:40Z,2026-06-18T20:48:40Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2101#discussion_r3438806838
llxprt-code,2100,f565c53fbbc5eb0b4b7c5ca3edb6e3e7f380624e,2026-06-18T21:15:28Z,2026-06-18T21:15:28Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2100#discussion_r3438931712
llxprt-code,2102,641786ee683e2a046ea2fb61185f5ce1a838fcba,2026-06-18T21:41:28Z,2026-06-18T21:41:28Z,11,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2102#discussion_r3439040223
llxprt-jefe,77,,2026-06-18T22:15:02Z,2026-06-18T22:15:02Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-jefe/pull/77#issuecomment-4746555500
llxprt-code,2101,db1baa4b147b3d021b839910ecc4eae73aab20c6,2026-06-18T22:19:17Z,2026-06-18T22:19:17Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2101#discussion_r3439193882
llxprt-code,2103,d9181705381e948b3dbf3bf42d153bd57b016a31,2026-06-18T23:34:35Z,2026-06-18T23:34:36Z,16,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2103#discussion_r3439472774
llxprt-code,2103,8cfe0b0c3ffbffe7c982af41048be624d7c8368a,2026-06-19T00:06:33Z,2026-06-19T00:06:35Z,19,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2103#discussion_r3439568790
llxprt-code,2104,87b44dde6b19889cf9392f79d2f5ded4835ad289,2026-06-19T01:19:43Z,2026-06-19T01:19:44Z,8,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2104#discussion_r3439766472
llxprt-code,2104,4c870639c9b9eccab0ef46165d7e06b05decacff,2026-06-19T01:41:46Z,2026-06-19T01:41:46Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2104#discussion_r3439825296
llxprt-code,2105,a5792b6032d55b43230aa94d92e95c098398fab0,2026-06-19T03:27:59Z,2026-06-19T03:28:01Z,18,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2105#discussion_r3440102503
llxprt-code,2106,c15a520be32538ef59e3c220cfeaba3411142982,2026-06-19T04:50:37Z,2026-06-19T04:50:38Z,15,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2106#discussion_r3440316766
llxprt-code,2107,e3769df152799097e95fdfee9ada49f1bdd9c900,2026-06-19T07:17:58Z,2026-06-19T07:17:59Z,11,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2107#discussion_r3440889944
llxprt-code,2108,fbd20c170ca9ad59e1af2400d7d84745b2b8f260,2026-06-19T13:44:56Z,2026-06-19T13:44:57Z,12,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2108#discussion_r3442855280
llxprt-code,2111,1473b7465cbba38f989e7f114b43b8ab19067160,2026-06-22T17:40:05Z,2026-06-22T17:40:05Z,10,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2111#discussion_r3454259802
llxprt-jefe,79,5ae15f238644134899eb63dcc24f2e7b033b9839,2026-06-22T18:07:12Z,2026-06-22T18:07:12Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/79#discussion_r3454420774
llxprt-jefe,79,f49d456e80a5424102dc3fa6859b24436e52e49c,2026-06-22T18:18:31Z,2026-06-22T18:18:31Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/79#discussion_r3454497518
llxprt-code,2112,6161f5f092969dae4f6a468c403e21d8c8a180bd,2026-06-22T19:10:27Z,2026-06-22T19:10:27Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2112#discussion_r3454820055
llxprt-code,2112,d9c13d6b08941901baa78cb7dbd5e2eb8d4f1074,2026-06-22T19:22:07Z,2026-06-22T19:22:07Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2112#discussion_r3454877108
llxprt-jefe,81,4dfd905d90e5819e77c7cca3c26bd77d87fd2620,2026-06-22T22:11:33Z,2026-06-22T22:11:33Z,4,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/81#discussion_r3455745113
llxprt-code,2125,0133421e5bfc50e254f18ff5117c6b652481ccb0,2026-06-22T23:02:15Z,2026-06-22T23:02:15Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2125#discussion_r3455982837
llxprt-code,2125,ebe20c693c47720ff2c6d7f3738f0097d2f37935,2026-06-23T00:26:08Z,2026-06-23T00:26:08Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2125#discussion_r3456257827
llxprt-code,2129,f006f0ddfeee154077a90b5852cc7fc151052839,2026-06-23T00:26:18Z,2026-06-23T00:26:18Z,7,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2129#discussion_r3456258244
llxprt-jefe,82,94cbbf3e30933b1d30e5fe924dce7cd8710bc8d9,2026-06-23T01:19:59Z,2026-06-23T01:20:00Z,3,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/82#discussion_r3456410961
llxprt-jefe,82,1d9548da5e983257e2f1234bae8123be53bed1fd,2026-06-23T01:30:59Z,2026-06-23T01:30:59Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/82#discussion_r3456439641
llxprt-jefe,83,2ba65fa3a8dfce3746442963d0efeb9a06621cad,2026-06-23T02:52:07Z,2026-06-23T02:52:07Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/83#discussion_r3456710463
llxprt-jefe,83,d1ba0f224e88fd2ae3e22ee84af67dfb1a633206,2026-06-23T03:09:48Z,2026-06-23T03:09:48Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/83#discussion_r3456765307
llxprt-jefe,83,985b5f00c7b13786713ae6743f7bcffe6b5a6675,2026-06-23T03:21:16Z,2026-06-23T03:21:16Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/83#discussion_r3456798792
llxprt-jefe,83,e0fc78b05e35041cdf285ee771f00d5e774d20fb,2026-06-23T03:33:20Z,2026-06-23T03:33:20Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/83#discussion_r3456834110
llxprt-code,2126,f314d2e8bdc4926c703a6bb3471162c90cfb83c7,2026-06-23T08:44:44Z,2026-06-23T08:44:45Z,10,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2126#discussion_r3458276371
llxprt-code,2126,d0a210fa0663923e4563771b55fca722ddf9f8cc,2026-06-23T10:02:14Z,2026-06-23T10:02:14Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2126#discussion_r3458772270
llxprt-code,2126,97a71324535061372d844bd817d65117b2ab65da,2026-06-23T17:34:19Z,2026-06-23T17:34:19Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2126#discussion_r3461708809
llxprt-code,2134,158f9e4003bd29195b3f312a2920c53f67c72708,2026-06-23T18:16:43Z,2026-06-23T18:16:43Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2134#discussion_r3461956281
llxprt-code,2126,24bc9d021b860f0542ab0dc0edaa475ca7652444,2026-06-23T19:31:59Z,2026-06-23T19:31:59Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2126#discussion_r3462410859
llxprt-code,2138,6a1ee54f2c986a1b3b9ff272da1d7c0115dd4a4e,2026-06-23T20:01:16Z,2026-06-23T20:01:16Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2138#discussion_r3462581225
llxprt-code,2140,8df8b3f5f62eca372285a4b46e5840d111f22df6,2026-06-23T21:03:07Z,2026-06-23T21:03:08Z,12,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3462917019
llxprt-code,2141,0f376a054c1a4da403a3ac7349e84cfd3bc7ed51,2026-06-23T21:03:49Z,2026-06-23T21:03:49Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2141#discussion_r3462920556
llxprt-code,2108,b3e4de70e490b3e6611f760ff432acd0b14945f3,2026-06-23T21:07:12Z,2026-06-23T21:07:13Z,8,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2108#discussion_r3462937223
llxprt-code,2138,6cae060ad78512fd17152c5c2f79256c07d236db,2026-06-23T21:11:07Z,2026-06-23T21:11:07Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2138#discussion_r3462959610
llxprt-code,2140,d819e5c6e18c3de862b20466b474a63352d1d45a,2026-06-23T21:18:16Z,2026-06-23T21:18:17Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3462996756
llxprt-code,2108,3b1a6a21e5a32dade4054f6cfd422fc63fb87903,2026-06-23T21:24:13Z,2026-06-23T21:24:14Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2108#discussion_r3463024116
llxprt-code,2140,d083106d1bcc4bd485b978e8d2efe1cd9642202e,2026-06-23T21:54:40Z,2026-06-23T21:54:41Z,8,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463174915
llxprt-code,2140,d2385e76031e0349eb4f3ca44a5ecf2d8ede42ba,2026-06-23T22:10:33Z,2026-06-23T22:10:33Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463247765
llxprt-code,2140,ec517063b9e5607874254a1895f8b781e792c0f5,2026-06-23T22:30:30Z,2026-06-23T22:30:30Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463335385
llxprt-code,2140,0a22d3d040bb5e03aa328d7cee368d8a6e92c7d4,2026-06-23T22:50:17Z,2026-06-23T22:50:17Z,6,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463409610
llxprt-code,2140,803ed26d9a2e03d7ef2f2459933bc9a2d9e95a93,2026-06-23T23:07:40Z,2026-06-23T23:07:41Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463480033
llxprt-code,2142,34e2d292b2b1919e232fd14e0395d6f2e9bb61c1,2026-06-23T23:11:02Z,2026-06-23T23:11:02Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2142#discussion_r3463495449
llxprt-code,2140,349aff059d585583444b0c3582d245f4f79b16cb,2026-06-23T23:31:13Z,2026-06-23T23:31:13Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463567341
llxprt-jefe,85,,2026-06-23T23:49:35Z,2026-06-23T23:49:35Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-jefe/pull/85#issuecomment-4784555451
llxprt-code,2140,16363d9970869cb2b0e645c941dcff1d8a225a6f,2026-06-24T00:11:13Z,2026-06-24T00:11:14Z,5,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463713742
llxprt-code,2140,067d3b8a0faa3e4ebe879055c46c3d17f6d03855,2026-06-24T00:43:09Z,2026-06-24T00:43:09Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463811920
llxprt-code,2140,ae8c3ee76a087c07fd3bc916eb177c81b0207bd9,2026-06-24T01:15:49Z,2026-06-24T01:15:49Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3463936947
llxprt-code,2144,70af3cc91aec084d009d10d800e0a442332902bb,2026-06-24T01:32:43Z,2026-06-24T01:32:44Z,6,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2144#discussion_r3464008360
llxprt-code,2140,96dd7e3633136dac91d4bb0e496edf176d29f538,2026-06-24T01:57:51Z,2026-06-24T01:57:51Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3464083449
llxprt-code,2140,881b99e70e8d3bd7d4426f782b1f6c955d572f7e,2026-06-24T02:27:23Z,2026-06-24T02:27:23Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2140#discussion_r3464162316
llxprt-code,2146,a8bf2925d62d4e0b46fcd10b8d8643f856721101,2026-06-24T04:58:02Z,2026-06-24T04:58:04Z,35,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2146#discussion_r3464644291
llxprt-jefe,88,61d2b1838ff4ca9c9d5d46c93bf1419b3b745995,2026-06-24T05:26:09Z,2026-06-24T05:26:09Z,3,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/88#discussion_r3464743849
llxprt-code,2148,d593b466a703ec0201cb3cd6dda66d9c414f2ee0,2026-06-24T05:43:40Z,2026-06-24T05:43:40Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2148#discussion_r3464815746
llxprt-code,2145,,2026-06-24T05:54:32Z,2026-06-24T05:54:32Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2145#issuecomment-4786309231
llxprt-code,2149,c664010fe406778f141531a830cc061e5fed814f,2026-06-24T06:07:59Z,2026-06-24T06:08:00Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2149#discussion_r3464903876
llxprt-code,2145,59c4f9fbf411207a53d41f6db195e7ebd6b05975,2026-06-24T06:38:56Z,2026-06-24T06:38:56Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2145#discussion_r3465043735
llxprt-jefe,89,045fcd467452dff07fc8179584b85f35001c8ae3,2026-06-24T06:45:59Z,2026-06-24T06:45:59Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/89#discussion_r3465077105
llxprt-luther,66,b9be03468b9efe70bc1a21f3d444686f1b3a4921,2026-06-24T07:23:15Z,2026-06-24T07:23:15Z,2,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/66#discussion_r3465267264
llxprt-code,2151,2f461352eac8fe992bc4381a7d0d63ff91e018ee,2026-06-24T08:00:46Z,2026-06-24T08:00:46Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2151#discussion_r3465488241
llxprt-code,2146,d8a700e270cbb658a57c67d49b89e84099c8076a,2026-06-24T09:00:54Z,2026-06-24T09:00:56Z,23,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2146#discussion_r3465839772
llxprt-luther,67,0828360b21e3478779593c864aded2ca87207e81,2026-06-24T17:51:31Z,2026-06-24T17:51:31Z,6,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/67#discussion_r3469165090
llxprt-code,2154,,2026-06-24T18:14:18Z,2026-06-24T18:14:18Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2154#issuecomment-4792330376
llxprt-code,2155,,2026-06-24T18:31:34Z,2026-06-24T18:31:34Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2155#issuecomment-4792456567
llxprt-code,2156,cadb30815da603876a56dddd091e992b84d422c7,2026-06-24T18:40:29Z,2026-06-24T18:40:30Z,5,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2156#discussion_r3469439961
llxprt-code,2158,865057afc80002e682c7cd5afafb82d1aa506932,2026-06-24T19:42:06Z,2026-06-24T19:42:06Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2158#discussion_r3469793685
llxprt-code,2155,3a8468d3a9566e21f40895535805468ef2e9b328,2026-06-24T21:00:06Z,2026-06-24T21:00:06Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2155#discussion_r3470274136
llxprt-code,2149,f2f6ea0af28bc649664e97fcf55778fc39c89916,2026-06-24T21:33:52Z,2026-06-24T21:33:53Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2149#discussion_r3470456392
llxprt-code,2162,,2026-06-24T23:09:28Z,2026-06-24T23:09:28Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2162#issuecomment-4794396155
llxprt-code,2163,344638e0a4fd801450c102be41e53e193fa499e3,2026-06-25T00:04:50Z,2026-06-25T00:04:50Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2163#discussion_r3471044321
llxprt-code,2168,2a7862637861e731ba79a1b930a01d14e356926f,2026-06-25T15:36:56Z,2026-06-25T15:36:56Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2168#discussion_r3475655434
llxprt-luther,69,df871fb258316e25aecdd45498f5d32aef9bc2e2,2026-06-25T15:49:40Z,2026-06-25T15:49:40Z,7,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/69#discussion_r3475744011
llxprt-code,2168,69266bb21051a802df3bec35f0394c8a16146e97,2026-06-25T16:37:42Z,2026-06-25T16:37:42Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2168#discussion_r3476045866
llxprt-code,2175,fc3a9fa4d2bb8868f898230c90d6289d5ed0591f,2026-06-25T17:40:42Z,2026-06-25T17:40:42Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2175#discussion_r3476431677
llxprt-code,2176,f76a3fb429e83780f63413d6e61c04aec0b801c9,2026-06-25T17:53:55Z,2026-06-25T17:53:55Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2176#discussion_r3476492531
llxprt-code,2178,5e708e40d51c9268e4f3bb2c8a9d791aa7386007,2026-06-25T18:51:46Z,2026-06-25T18:51:47Z,5,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2178#discussion_r3476887696
llxprt-code,2177,,2026-06-25T19:05:19Z,2026-06-25T19:05:19Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2177#issuecomment-4803269617
llxprt-code,2181,,2026-06-25T19:50:09Z,2026-06-25T19:50:09Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2181#issuecomment-4803593309
llxprt-code,2179,,2026-06-25T20:02:48Z,2026-06-25T20:02:48Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2179#issuecomment-4803681436
llxprt-code,2179,0455525e45ee4d5f5b1e0e40991709c3099cc736,2026-06-25T20:34:12Z,2026-06-25T20:34:13Z,5,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2179#discussion_r3477474317
llxprt-code,2183,f067a77b76c355386f3600cec6171112260b127a,2026-06-25T21:21:22Z,2026-06-25T21:21:22Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2183#discussion_r3477758059
llxprt-code,2179,,2026-06-25T22:21:17Z,2026-06-25T22:21:17Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2179#issuecomment-4804663527
llxprt-code,2180,fef2acdacbe3c89be4cc1e3c1496f1d745965c28,2026-06-25T22:40:38Z,2026-06-25T22:40:38Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2180#discussion_r3478101883
llxprt-code,2181,fd8f63183c3589706948f8abef320e22c6d96818,2026-06-25T23:01:04Z,2026-06-25T23:01:04Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2181#discussion_r3478171909
llxprt-code,2186,,2026-06-25T23:24:43Z,2026-06-25T23:24:43Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2186#issuecomment-4805020034
