event_id,timestamp_local,repository_or_worktree,workflow,provider,account_tier,model,provider_attribution,outcome,failure_class,files_reviewed,comments,subtask_errors,retry_or_transition,source_path,source_sha256,corroborating_session_path,notes
R050,2026-07-11T17:57:25-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,5,0,0,no/unknown,$TMPDIR/ocr_review_210b.log,bbf1bcc17d2d96327ae7876f95e4a9b0c892226343acee6e7c429f9537f03950,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-3/3dd2c989-531c-4052-8d8d-98e697f5ca0b.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R051,2026-07-11T18:59:59-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,success,none,3,1,0,no/unknown,$TMPDIR/ocr_review_2453.log,82f0dc0fd8ad8cc0e62386360bca26a39b8073cd130eb31650d6f3ac2c92d26d,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/2a2e56c3-c075-41c7-9e3d-b490c6f292ea.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R052,2026-07-11T19:06:20-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,10,3,0,no/unknown,$TMPDIR/ocr_review_2453_range.log,28325f89ec3b4704516f7edbba27779eb03a8cf10ae268b3bdfb2fad2d493bb8,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/793deac5-ae5a-4005-a3ae-d20d89be6372.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R053,2026-07-11T19:15:31-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,10,3,0,yes,$TMPDIR/ocr_review_2453_final.log,083b32219e5111b8fc05d52642aad88f93db74b79c46a524b9a1af3020030b5b,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/c86fac81-6b62-4f58-b203-ae71122abeb7.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R054,2026-07-11T20:17:50-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,success,none,,,0,no/unknown,$TMPDIR/ocr_issue2349_review.json,979f8ddbecf2383b888517877a5a7d0ad4d341c8fdffec4150f8de6939502fe0,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-2-llxprt-code/3d6d4137-c55b-4bbf-8f9f-471202bc1989.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R055,2026-07-11T20:27:10-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,5,0,0,no/unknown,$TMPDIR/ocr_review_2500.log,8a0e94c79526721ba4289d1bff7e3f6878cf7d87c288fa5c41958f452bb987bd,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-4-llxprt-code/bd61aab0-43ff-4a26-a556-cb9fd1ca38d2.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R056,2026-07-11T20:28:54-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,0,0,0,no/unknown,$TMPDIR/ocr_review_2501.log,62f8f6d58bafea67d1941548a0875553a0d65da6d2b248db39da3f80d23644a8,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-llxprt-branch-9-llxprt-code/14cc912c-a4f9-413a-a766-aeacf0cfcfbd.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R057,2026-07-11T20:30:39-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,0,0,0,no/unknown,$TMPDIR/ocr_review_2501b.log,62f8f6d58bafea67d1941548a0875553a0d65da6d2b248db39da3f80d23644a8,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-llxprt-branch-9-llxprt-code/c1bceffe-3c07-4b9a-803b-f7403f75979f.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R058,2026-07-11T20:33:19-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,4,1,0,no/unknown,$TMPDIR/ocr_review_2501c.log,64d6dea4c1934df9945f453075cfab93451ba10649cdfa39ddb936e4f10e6638,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-llxprt-branch-9-llxprt-code/7c0a1bbc-a62a-4a42-a61f-c16f92fb0070.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R059,2026-07-12T00:08:23-0300,vybestack/llxprt-luther,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,10,14,0,no/unknown,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528,$HOME/.opencodereview/sessions/private-tmp-luther-issue-131/78a8598b-b955-4933-9b6b-96b958502724.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R060,2026-07-12T00:29:15-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,6,1,0,no/unknown,$TMPDIR/ocr_review_227.log,614c6865f89266d4ae1ff3c448b25bd130f3e722fa9ca5e04eee6b39f78eee08,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-1/16eb4733-6f78-46e8-9c97-c77c02c29993.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R061,2026-07-12T00:49:17-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,6,5,0,no/unknown,$TMPDIR/ocr_review_227_v2.log,4442c038d4e35da0afa420abb11a63496e662b6a01fb9d9ad669e5781b77f62e,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-1/7fe87efe-a2bf-4916-bf19-5927f98ff2f1.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R062,2026-07-12T01:29:54-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,22,5,0,no/unknown,$TMPDIR/ocr_review_228.log,c458dba50285936ecad7f1155edaf7c37d4839cfc125358bf120bd8bbd008208,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-3/55237d07-1b56-43b5-888d-2752d458659f.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R063,2026-07-12T02:20:28-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,0,0,0,no/unknown,$TMPDIR/ocr_review_2508_v3.log,62f8f6d58bafea67d1941548a0875553a0d65da6d2b248db39da3f80d23644a8,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-4-llxprt-code/aec4139a-81fc-447f-a3cf-b3f36f8d9473.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R064,2026-07-12T02:26:56-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,13,1,0,no/unknown,$TMPDIR/ocr_review_202.log,21646ff773142478e4110a528816260c9b1b467199ecaee8625a655685619514,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-1/5b5f48a7-a238-4052-8494-d227d136b3b4.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R065,2026-07-12T02:52:13-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,2,0,0,no/unknown,$TMPDIR/ocr_review_235.log,8c7d3bf8e3ea8fb65ae3c8ae496c905d9487496f7b439a1582924204787d78fb,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-6/7654c504-0d13-4a38-abe4-f174f2397524.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R066,2026-07-12T03:17:59-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,18,7,0,no/unknown,$TMPDIR/ocr1609.log,7bc92d10d7b5fec276bcb087c4cb18d83caffb6340ff205bcfecace5e79d634d,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-8-llxprt-code/d3cb51d3-bed9-4cf8-a4d4-bfe67585853e.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R067,2026-07-12T04:27:34-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,5,0,0,no/unknown,$TMPDIR/ocr_review5.log,4044e1029a628fcaef55192ec7c46adc87099a09bf706ba29a1d4f09b74ab218,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-7-llxprt-code/4ae766b3-0c6f-4f64-8349-4ac4631c08ea.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R068,2026-07-12T04:42:50-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,,,10,yes,$TMPDIR/ocr_review_retry6.log,a936b8238bbd2dee6ca3f001bbfbab3e65ddd2c237e09cdaeac313dc8c41411c,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-3-llxprt-code/ab653a75-3761-48c0-8b9c-8f8e65dc0caa.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R069,2026-07-12T05:40:06-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,1,0,0,no/unknown,$TMPDIR/ocr_review6.log,8def884c4b41bd05ca25501fdf2b89344a2c615b74b40021d9885347fc45315f,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-7-llxprt-code/ec9b9711-3f90-4516-bd76-39bb81599372.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R070,2026-07-12T08:50:36-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,3,0,0,no/unknown,$TMPDIR/ocr_review_2457.log,ffd66045f376b994d84c4cd2915d16581ebc7e4e194a74d921cb745089a40c38,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/5c280265-3475-420c-b084-a4db733b6930.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R071,2026-07-12T09:09:46-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,3,0,0,yes,$TMPDIR/ocr_review_2457_final.log,8aec07646b9c8246e38206a4072b3b1c43bc2cab3552d15935c87836e5f50d51,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/b953fb89-8f3d-440b-ae57-113586d8ed39.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R072,2026-07-12T11:10:51-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,4,0,0,no/unknown,$TMPDIR/ocr_review_235_v2.log,610b93fec2cec404dc6ee8c7f450b7a9524b8115e00ccbb8f616c8ecfb0674f3,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-6/efb223f6-ff66-4ac2-9c47-985f4b95c358.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R073,2026-07-12T11:28:18-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,12,4,0,no/unknown,$TMPDIR/ocr_review_pr2462.log,3709e681117933b7a918a145bca23cdd7dcfefa39df2e60201f1fd198517ec61,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/216fc204-dbc1-4ac7-9bb7-307a7f4fb579.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R074,2026-07-12T11:43:26-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,2,2,0,no/unknown,$TMPDIR/ocr_review_remediation.log,5506bd25cb8b4837de49e0deef91195c93f61102dc8742168ff5847f76f01840,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/7153dcb7-4554-4ff3-84a8-33296ed38aa2.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R075,2026-07-12T13:38:14-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,4,4,0,no/unknown,$TMPDIR/ocr_review_242.log,ca1d9cb7b745d53e3e9d76a0a83c219b226d83cfbfbda3ca0874374c89f59197,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-6/d0375222-ae11-49d6-8c50-117e923cec3a.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R076,2026-07-12T15:19:18-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,3,0,0,no/unknown,$TMPDIR/ocr_review_2465.log,ab9b6a20a7d16e54ea3e23ad091b98cfea5d37dc1f3e093d10e9c6bbaa6d2e24,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/de51a62c-1727-46a7-bad1-95bf08b3069c.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R077,2026-07-12T15:31:17-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,8,0,0,no/unknown,$TMPDIR/ocr_pr246.log,837921aabf1f20e48bc3bf2566a6091463be3fd41f0f004dc9ee6ff5136c7595,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-6/3bfc4d49-572c-415d-8b38-f1b260aaeee3.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R078,2026-07-12T16:27:02-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,1,1,0,no/unknown,$TMPDIR/ocr_review_206.log,a54e39271e49d95ba65e88cb54459ae846c431640a7a155b68a6276d1ca88fbe,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-5/7eed18b6-6d91-4fc9-9764-17b8fece9bea.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R079,2026-07-12T16:43:32-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,9,5,0,no/unknown,$TMPDIR/ocr_review_245.log,5bffcbd00a9d9c06dbfe67ef4c364fb970baa9569b3bbc16c09cfe73ba3083b5,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-3/1398c947-9a69-4fda-a1dd-8ecc12dd1802.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R080,2026-07-12T16:55:41-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,13,6,0,no/unknown,$TMPDIR/ocr_review_clean.log,8488fb8f119b327a205dc7447209acfa47eedf8e940b5f5fe82bc398f5af8b1d,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/58e9093b-d027-4550-bac0-4ce83f4a1d2b.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R081,2026-07-12T18:13:58-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,0,0,0,no/unknown,$TMPDIR/ocr_review_issue175.log,62f8f6d58bafea67d1941548a0875553a0d65da6d2b248db39da3f80d23644a8,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-4/6ec20772-6570-4c9d-881c-da26d54c2911.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R082,2026-07-12T18:39:15-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,30,21,0,no/unknown,$TMPDIR/ocr_review_188.log,8b3d2fce49e8fc89b985c9c0670a172b11d36204177d5cb276b918949c9495a0,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-3/e622db28-d0d7-430b-8864-d1667dabbdc6.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R083,2026-07-12T19:34:50-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,failure,authentication/config failure,,,0,no/unknown,$TMPDIR/ocr_chunk1.log,879bcbc7b09181cf28c23be7f63104c4675f091a9a429ffd7149645090afaf20,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/b414cfda-c609-471e-ac37-902d62a37f25.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R084,2026-07-12T20:00:19-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,success,none,,,0,no/unknown,$TMPDIR/ocr_chunk1_stepfun.log,0d5a9a8a4d111858d2723f67d2d45b86cf08cbe487e32fa958432f14b993180f,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/252cee97-bdeb-4dda-9edf-c41e36e17d03.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R085,2026-07-12T20:12:17-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,yes,$TMPDIR/ocr_chunk1_fix.log,04755e4536177bf9ead2ac37f8bdfd03f623066c00c1791a1151746a4f369464,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/a690eb33-2ead-4bbf-9b9e-f17f0864ac99.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R086,2026-07-12T20:16:47-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,yes,$TMPDIR/ocr_review_followup.log,b02b88277f5149a5eec9f57cc61f38072536e171434b07ddfc21a89a4d9053fc,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-llxprt-branch-9-llxprt-code/0915256a-d014-41f2-a9bf-6e6fccc65ac7.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R087,2026-07-12T20:18:55-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,yes,$TMPDIR/ocr_chunk1_fix2.log,80d1c9728b99bc504b9d14676e01cbf7cbc709fb5126b275d06f840c8d52ef9d,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/e074e3c7-ac3e-4ce9-a3eb-a5be3e9e09ed.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R088,2026-07-12T20:19:06-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,yes,$TMPDIR/ocr_review_followup_final.log,1f03bd0385d82f0bb5db588cc4ac4270567c565ce448afa4c9e09be9eb3913c2,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-llxprt-branch-9-llxprt-code/48e6ff76-e001-4163-9901-ca0e772d2880.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R089,2026-07-12T20:25:01-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,failure,authentication/config failure,,,0,yes,$TMPDIR/ocr_2484_final.log,db697a96eb3e1ab1e24b26da9a277718c79c2294064f3a6a0cc3af2fde004fcc,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/7fc722d9-c4c1-4065-b17e-6a35abccfd02.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R090,2026-07-12T20:37:46-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,,,1134,no/unknown,$TMPDIR/ocr_2484.log,924d28b005408ca31bc855ee5cc8e9a0efdb204791e7278413f9eac7addb3d22,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/264df20b-5ba5-483d-be25-1fd36386c69e.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R091,2026-07-12T20:41:06-0300,vybestack/llxprt-luther,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,failure,authentication/config failure,,,0,no/unknown,$TMPDIR/ocr_issue132.log,54cd7f1a711169d632715cc1f8d5d267f9e7df429e45a70f3ea5c01d73c08478,$HOME/.opencodereview/sessions/private-tmp-luther-issue-132/787a976b-a900-46b0-8d13-47a73e84498c.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R092,2026-07-12T20:54:25-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,no/unknown,$TMPDIR/ocr_chunk2.log,94de6fafd916322e27e3fd03dc4e2930d316607ef795b2f511ef0da2de6fcd5e,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/a8703e3d-d05e-4157-83d3-b06d2e9f4e8d.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R093,2026-07-12T21:10:31-0300,unknown,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,74,26,28,no/unknown,$TMPDIR/ocr_chunk2a.log,41596226836c280f1e48963221f7e26dfcbb5bde3a01b7375f0f0adbf311f654,,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R094,2026-07-12T21:12:42-0300,unknown,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,9,5,2,no/unknown,$TMPDIR/ocr_policy.log,3610f6b34f3e48bd998db0165f4ec4673812662f5c4134de248c75f398966575,,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R095,2026-07-12T21:38:01-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,no/unknown,$TMPDIR/ocr_tools.log,5419cf285d5fcd5e119acdabc41eb598345584e951b8939b7383973b9cc8d709,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/072bdada-9aad-46c8-81ec-e1db43ea5025.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R096,2026-07-12T21:53:07-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,no/unknown,$TMPDIR/ocr_a2a.log,2907d2b580963ed1e19f3862fd407021665dbcbfe0ab512ace3be86d78c10e2c,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/86353982-c773-4e98-96f8-ed7f00b76378.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
