event_id,timestamp_local,repository_or_worktree,workflow,provider,account_tier,model,provider_attribution,outcome,failure_class,files_reviewed,comments,subtask_errors,retry_or_transition,source_path,source_sha256,corroborating_session_path,notes
R097,2026-07-12T22:04:12-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,yes,$TMPDIR/ocr_a2a_fix.log,0e1fedc0b7c1cf88b8939575cd4142d5a3c3226244eac4995910870de22cf515,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/51d83bd7-9e07-4b34-a882-eec1ae7ebc41.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R098,2026-07-12T23:48:43-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,45,0,40,no/unknown,$TMPDIR/ocr_review_issue2296.log,47e5298df72eb3ed2a53da4a809f5f943224624200f604066de7b712b0863659,,Completed with partial output; subtask failure cause: HTTP 529/provider overload.
R099,2026-07-13T00:05:53-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,45,1,41,no/unknown,$TMPDIR/ocr_issue2296_review.json,6840ade13b60970296faf2e9a37ed736b51eb761f437d3554c65abd0f7054405,,Completed with partial output; subtask failure cause: HTTP 529/provider overload.
R100,2026-07-13T00:42:52-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,3,0,0,no/unknown,$TMPDIR/ocr_review_last.log,d7442b7a3851d235b06e08788c9a213b14bbd034cec0dc80802c8b26f0b036e3,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/56910db2-1a5e-444c-99da-501228517a3d.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R101,2026-07-13T13:42:40-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,,,4,no/unknown,$TMPDIR/ocr_issue269.log,64768bee3a10f0b54a5ac0e662aa986cc05a64c41f5ad679b8f491d31d4df9e8,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-5/4bac03fd-5089-4c42-8163-9c27586f6d4a.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R102,2026-07-13T16:06:58-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,,,59,yes,$TMPDIR/ocr_review_rerun.log;$TMPDIR/ocr_review_rerun.json,c8012b3914c1f5b5163495d367bf9e9814dac2760a5189ec4eb05f415ac4a78b;29c7681f5467bc5ebdc977fa924d038ea5c1867a2dd0b9dfd6d6bfcad62ca874,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-8-llxprt-code/0738e2dd-a41d-4815-885c-c0c3cfb7ad49.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R103,2026-07-13T16:32:37-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,12,11,1,no/unknown,$TMPDIR/ocr_review_2544.log,c377ad7695bd130ba4715dced54bb45eb60ecf53a4d39b109bfbc23c1bde06fe,,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R104,2026-07-13T16:37:20-0300,vybestack/llxprt-luther,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,11,9,0,no/unknown,$TMPDIR/ocr_issue135.log,c89dc852ac8f84817ad392419f34b55d7e05d16392cccf7a837cdb32ce725804,$HOME/.opencodereview/sessions/private-tmp-luther-workspaces-llxprt-luther-issue-135-run-28c38f18-9872-4530-bf0d-70728dbb51bf/0a286e58-e13f-4142-8c9b-d098ab4aa543.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R105,2026-07-13T17:00:38-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,36,4,22,yes,$TMPDIR/ocr_issue266_final.log,c1679b0c01c25455ac7eee611df8f3084b66bc051b7323f0cbe68fc5471bab76,,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R106,2026-07-13T17:10:07-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,12,1,6,no/unknown,$TMPDIR/ocr_issue2544.json,987f35f0e2e4b4e7e7510625b98c1515d03f2d5f899805e31a6a3b2a5afae0d2,,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R107,2026-07-13T17:15:25-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,12,3,5,yes,$TMPDIR/ocr_issue2544_retry.json,da82b7409013858508df3b30636ef0d27618e75d5b5dae9814589f87cbef5d3c,,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R108,2026-07-13T17:16:15-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,,,14,yes,$TMPDIR/ocr_review_rerun2.log;$TMPDIR/ocr_review_rerun2.json,4648fc375dface45df72f8da4d88fd78bf6adc5c619be13bd522684377297a97;230d7a72c1917e65c1dc5cbf0b6e8567954ec7fea1fe7b01ad3f120e81e13153,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-8-llxprt-code/9f9f20d8-0452-4f01-8e1c-22f454b1c8ff.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R109,2026-07-13T18:37:44-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,2,0,0,no/unknown,$TMPDIR/ocr_issue283.log,6f316893d07cc51fb69708db0094dfddb3b92a0e9d0d8353a8407e75b2ca024a,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-3/24a7273d-f536-4910-adf1-59b6f4e3da67.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R110,2026-07-13T18:39:52-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,,,14,no/unknown,$TMPDIR/ocr_merge_updated.log,eb98295dd7603673e71ed4ba83b1b52aa58b0566ee2f02f2c1b40c373fccc2f2,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/fa11bf50-825e-453c-8b73-aea98f391210.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R111,2026-07-13T19:04:38-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,2,0,0,no/unknown,$TMPDIR/ocr_issue283_remediation.log,23e4f3471d2efd88e3ac0cc5b3c2fd6071db9008c9fceaf9f6ccd570e9a03c8f,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-3/1e24ee5b-135e-4ff4-ac0d-49033318c328.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R112,2026-07-13T20:53:00-0300,vybestack/llxprt-luther,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,14,0,0,yes,$TMPDIR/ocr_issue135_final.log,666aaee445bf711b27976ee5be2e2770f994f94a359a23e4bd82952415c9593c,$HOME/.opencodereview/sessions/Users-acoliver-projects-luther/db9b9c5e-b420-4ff0-8290-7bca587edb3d.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R113,2026-07-13T21:21:07-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,6,3,0,no/unknown,$TMPDIR/ocr_pr2529_review.log,f8d7c1fb29af02cd317531b6255035eb72c71095006e91fad9077e5ec0fe9d53,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/d3117b59-5ed6-44ea-a4a2-8b1d99073386.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R114,2026-07-13T21:51:01-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,6,0,0,yes,$TMPDIR/ocr_pr2529_rerun.log,dbd85b5720b3381f41b171d9866b660e46a55a5ec32b5dff411fd00668feccee,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/4f27d0a3-2c06-42e5-bd3c-bfc67831ff29.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R115,2026-07-13T21:56:19-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,6,2,0,yes,$TMPDIR/ocr_pr2529_final.log,4a1a2274ae9a121c76c21962614b4b1ede087576794d0d8c217fe13008b5ec84,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/97bb2ab2-0d1a-47a8-86c3-d91286215f4c.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R116,2026-07-13T21:58:06-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,no/unknown,$TMPDIR/jefe-staged-review-269/.jefe/ocr_review.log,214aeb10d49981ee8ebd85327615beebf4c57b770c71fa5a04caaf79a373ebda,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/97bb2ab2-0d1a-47a8-86c3-d91286215f4c.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R117,2026-07-13T22:04:28-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,,,2,yes,$TMPDIR/ocr_zai_final.log,5484f23b671ecea19c6d94a4b3481eebc7144ec1453188ab53ba13f284f521ef,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/5e097d3d-102e-416f-ad02-a0616c543e94.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R118,2026-07-13T22:14:42-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,success,none,,,0,no/unknown,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/500dc34f-fc7c-4043-9b18-df16906b825c.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R119,2026-07-13T22:24:37-0300,vybestack/llxprt-code,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,,,16,yes,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-5-llxprt-code/b76d72c5-4f7b-4e8d-9a25-dbee349062f7.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R120,2026-07-13T22:42:45-0300,vybestack/llxprt-luther,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,12,12,0,yes,$TMPDIR/ocr_issue135_final2.log,7a14cf4593c7f94bc184baf42084f5c598932e8cf8dd7e7a4e7c5e51bc500dda,$HOME/.opencodereview/sessions/Users-acoliver-projects-luther/59f63f8c-29d9-4be8-8c45-5879d2a52178.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R121,2026-07-14T02:04:21-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,0,0,0,no/unknown,$TMPDIR/ocr_review_205.log,62f8f6d58bafea67d1941548a0875553a0d65da6d2b248db39da3f80d23644a8,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-3/dea6045c-68f9-40ba-b02b-d805a2cfead2.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R122,2026-07-14T02:09:41-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,45,1,0,no/unknown,$TMPDIR/ocr_review_205b.log,77615477862decb644e7364d4c27de62962942f82260ec0f319f60f510d354b2,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-3/d9652dbe-d5e1-499a-93ed-0081b45d6b1b.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R123,2026-07-14T03:53:30-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,0,0,0,no/unknown,$TMPDIR/ocr_review_294.log,62f8f6d58bafea67d1941548a0875553a0d65da6d2b248db39da3f80d23644a8,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-4/3c2c9d20-2c54-4f7b-bad1-227f6a573d5b.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R124,2026-07-14T03:55:23-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,0,0,0,no/unknown,$TMPDIR/ocr_review_294_files.log,62f8f6d58bafea67d1941548a0875553a0d65da6d2b248db39da3f80d23644a8,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-4/157e08de-ed24-4ea8-80ed-b6396a4c32f7.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R125,2026-07-14T04:03:43-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,51,10,0,no/unknown,$TMPDIR/ocr_review_294_full.log,e83eee3d6cfe853e4dae9f0bddf8223903178fbb5c92bb757ada7a7f13a56a78,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-4/ddf8b7e3-8fdc-4841-86f6-7a71a446b5af.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R126,2026-07-14T04:28:05-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,,,56,yes,$TMPDIR/ocr_review_final.log;$TMPDIR/ocr_review_final.json,c79e7d975f273af60906dc147a80da7c22958162a7efe40b0e3565310a80eace;a04a6f1e2d74861a3506c2e2e39adbe87ee6e0ec8f988d87eaf58072816f4370,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-1/b8e16620-e1b2-498a-874b-47b5cd20351c.jsonl,Completed with partial output; subtask failure cause: HTTP 529/provider overload.
R127,2026-07-14T04:31:35-0300,vybestack/llxprt-jefe,local,StepFun,Pro (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,52,0,0,yes,$TMPDIR/ocr_review_294_final.log,7463f930dd1b7c96b9d8d94b93ccd0f158c9996f399631f4deff5fcea1b6f3b0,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-4/c6cb527e-b14c-4037-8018-f33125835d08.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R128,2026-07-14T04:49:15-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,126,10,110,no/unknown,$TMPDIR/ocr_issue269_review.log,9fe626b0801a7ee17e86f1c787e7a58aabd78ba90733617f81ba5de76943a09b,,Completed with partial output; subtask failure cause: HTTP 529/provider overload.
R129,2026-07-14T05:06:54-0300,vybestack/llxprt-luther,local,StepFun,Max (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,success,none,,,0,no/unknown,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e,$HOME/.opencodereview/sessions/Users-acoliver-projects-luther/c61ffca8-db8f-428f-9a28-8d4347d6e54d.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R130,2026-07-14T05:09:24-0300,vybestack/llxprt-jefe,local,StepFun,Max (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,success,none,52,19,0,no/unknown,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-4/710fe6e3-84bf-4c8a-ab17-5ed9d2bce943.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R131,2026-07-14T05:33:04-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,,,32,yes,$TMPDIR/ocr_review_final_retry.log,6a239cae6789cd8d6a1e57dc908be020056506e1febb1e0a08f7cdac3a90a61f,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-1/04483ecb-3720-4121-abb2-2f35b40ca105.jsonl,Completed with partial output; subtask failure cause: HTTP 529/provider overload.
R132,2026-07-14T05:35:09-0300,vybestack/llxprt-jefe,local,StepFun,Max (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,no/unknown,$TMPDIR/ocr_issue194.log,da0492ddfd9e79094ba7069f7006aef0563516b3b5b8de60d0022b910b93ef3e,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-7/7db8b25f-0591-4879-b1df-93c514b74497.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R133,2026-07-14T05:38:51-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,,,18,yes,$TMPDIR/ocr_review_retry.log,717a22dfe86d0082a20d5b2865a8f7915721d3c582e61d515d6857e7e88c5267,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-llxprt-branch-9-llxprt-code/702315b4-9249-4e97-b3a8-958d69f908ea.jsonl,Completed with partial output; subtask failure cause: HTTP 529/provider overload.
R134,2026-07-14T06:45:22-0300,vybestack/llxprt-jefe,local,StepFun,Max (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,yes,$TMPDIR/ocr_issue194_final.log,1abf3084cd20bbe2160ecabea39be265ed6edf9cafe1e1564cff05aeada2a5d0,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-7/ea181567-592a-4673-8670-045943f58e92.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R135,2026-07-14T11:11:51-0300,vybestack/llxprt-jefe,local,StepFun,Max (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,,,0,no/unknown,$TMPDIR/jefe-issue241-staged-review-20260714/.jefe/ocr_review.log,39eff0419f2d80f83139d74bc5722dbc2d5414ec667fdf22587e7d20031cc8de,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-llxprt-branch-10-llxprt-code/a951da0b-d8bc-422a-9ac3-6cb8e1eaa1d0.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R136,2026-07-14T12:12:16-0300,vybestack/llxprt-jefe,local,StepFun,Max (user-supplied; date inferred from key snapshot),Step-3.7-Flash,config-snapshot interval inference,success,none,73,86,0,yes,$TMPDIR/ocr_final_review.log,8766a130b6f75fa3361f65dc060281d6f6cd49e841738a520c133da44a42b04f,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-2/8f780479-67e7-4f62-8906-9101e7652210.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R137,2026-07-14T12:22:01-0300,vybestack/llxprt-jefe,local,StepFun,Max (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,24,23,11,no/unknown,$TMPDIR/ocr_issue135_latest.log,e679790223230212a715e6d69ed4eda626961b47049a8f2f6ea14cd85ab2b17f,,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R138,2026-07-14T12:44:59-0300,vybestack/llxprt-jefe,local,StepFun,Max (user-supplied; date inferred from key snapshot),Step-3.7-Flash,explicit log/path marker,partial,partial/subtask failure,,,9,no/unknown,$TMPDIR/ocr_review_current.log,f511b1bab70201134afe3b7ecb4cf6e94b6c0ced4ddea159baafd65ae6a09b21,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-1/4e592fed-78d6-412a-b7a0-7df08512005e.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R139,2026-07-14T13:14:26-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,35,12,25,no/unknown,$TMPDIR/ocr_review3.log,80d55e16ce02902fb99f3a88eb21a7e95934151595744818a7e32b3e7a49d627,,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R140,2026-07-14T13:17:18-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,,,28,no/unknown,$TMPDIR/ocr_issue637.log,a382b783910f871cc774b86575b3d52bcaa7e296d809087aa50eebaf589846f6,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-3-llxprt-code/a8adfa1e-ee68-471b-a399-b6f85e7c174a.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R141,2026-07-14T14:16:51-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,explicit log/path marker,partial,partial/subtask failure,,,7,no/unknown,$TMPDIR/ocr_review_latest.log,1c38c1fcc2a9636df8de1fb79cc6496ff7de35f807257938c979791cfa087dcf,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-1/a128fe73-d2eb-4ea6-a074-9f508c8aed12.jsonl,Completed with partial output; subtask failure cause: HTTP 429/rate limit.
R142,2026-07-14T14:34:18-0300,vybestack/llxprt-jefe,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,103,115,0,yes,$TMPDIR/ocr_issue241_final.log,15de85e3ed5f71f3a9b7f534e49c9d65233328c9304ce885f6bc27def845e375,$HOME/.opencodereview/sessions/Volumes-XS1000-acoliver-projects-jefe-branch-2/ecf58493-728d-4398-9ef5-887b7f32ac09.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R143,2026-07-14T14:58:37-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,,,0,no/unknown,$TMPDIR/ocr_review4.log,c0ae5cc19c064caca6021f8cc3b0a83608a6c9e2fd58d61d6a2490c8a4958898,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-2-llxprt-code/b7c7a0c8-6705-4bea-b877-880998e08aa2.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R144,2026-07-14T15:13:42-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,77,44,0,no/unknown,$TMPDIR/ocr_review.log,cd9e4dbc6e0536e310639147b0bb56cc2b5833a823bc4e9d624e07f249a38c00,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/f5f578dc-47d2-4a48-b899-5b5e31dc4c30.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
R145,2026-07-14T16:09:15-0300,vybestack/llxprt-code,local,Z.ai,older top-tier annual (user-supplied),GLM-5.2,config-snapshot interval inference,success,none,77,30,0,no/unknown,$TMPDIR/ocr_review2.log,13af3848698191198507f0e89bcddf3489473dbc279980caf693983235a5a0ef,$HOME/.opencodereview/sessions/Users-acoliver-projects-llxprt-branch-1-llxprt-code/04c77009-8631-4a03-85ed-fd08ca1a855a.jsonl,Canonicalized by execution-output signature; companion JSON folded into this event.
